Seq No,intnum,persnum,age,educatn,earnings,hours,kids,married,kidsNew,marriedNew
3571,6583,199,32,8.0,602,165,1,married,k1,m1
3572,6584,5,50,17.0,36699,2381,0,never married,k1,m2
3573,6585,3,38,12.0,11000,2250,2,married,k1,m1
3574,6585,5,32,12.0,16800,2250,2,married,k1,m1
3575,6586,4,31,12.0,14419,1299,2,divorced,k1,m2
3576,6586,21,46,14.0,14600,2000,2,married,k1,m1
3578,6588,4,39,12.0,0,0,4,widowed,k2,m2
3579,6588,171,38,11.0,12000,2402,3,divorced,k2,m2
3580,6589,5,33,13.0,34419,2448,1,never married,k1,m2
3581,6589,6,31,12.0,21934,1976,3,separated,k2,m2
3583,6590,5,35,12.0,12000,1813,3,married,k2,m1
3584,6590,7,32,12.0,9400,1715,2,never married,k1,m2
3585,6591,3,42,12.0,11000,1984,1,divorced,k1,m2
3586,6591,6,36,14.0,11700,1407,4,never married,k2,m2
3587,6591,170,42,13.0,9000,1920,3,married,k2,m1
3588,6591,174,35,17.0,36000,2600,2,married,k1,m1
3589,6591,175,33,15.0,13000,2086,2,married,k1,m1
3592,6598,174,38,12.0,34000,1990,2,married,k1,m1
3594,6602,1,50,12.0,18300,1672,9,separated,k2,m2
3595,6602,179,30,12.0,4434,1197,4,never married,k2,m2
3596,6602,195,31,9.0,0,0,3,divorced,k2,m2
3597,6602,198,31,8.0,0,0,3,never married,k2,m2
3598,6604,171,30,14.0,25000,650,0,married,k1,m1
3599,6605,12,32,8.0,14089,1785,1,never married,k1,m2
3600,6605,183,34,11.0,16500,2140,2,separated,k1,m2
3601,6605,185,35,11.0,15000,2300,4,never married,k2,m2
3602,6605,190,32,13.0,19000,1440,3,married,k2,m1
3603,6606,174,38,14.0,19000,1936,4,married,k2,m1
3604,6607,8,30,10.0,122,28,2,divorced,k1,m2
3605,6615,4,37,12.0,18200,2066,3,married,k2,m1
3606,6615,170,38,10.0,16000,2000,3,married,k2,m1
3607,6615,174,34,15.0,21000,2250,2,married,k1,m1
3608,6616,3,39,14.0,15300,2013,1,divorced,k1,m2
3610,6622,2,50,17.0,39040,2080,0,divorced,k1,m2
3611,6624,2,36,0.0,0,0,0,never married,k1,m2
3612,6624,3,35,14.0,31000,2000,3,married,k2,m1
3615,6625,170,48,12.0,0,0,5,married,k2,m1
3616,6626,3,35,12.0,14000,1392,1,married,k1,m1
3617,6626,4,33,13.0,28000,1720,3,married,k2,m1
3618,6626,6,30,12.0,17000,1912,1,never married,k1,m2
3619,6629,170,34,12.0,8000,882,3,married,k2,m1
3620,6633,4,34,12.0,30000,2080,3,divorced,k2,m2
3621,6634,3,46,12.0,25000,2025,3,married,k2,m1
3622,6635,5,38,12.0,12000,1900,3,married,k2,m1
3623,6635,6,37,12.0,300,164,3,widowed,k2,m2
3624,6635,9,32,12.0,0,0,7,never married,k2,m2
3625,6635,11,49,10.0,0,0,3,widowed,k2,m2
3626,6638,3,37,10.0,1300,899,1,separated,k1,m2
3627,6638,4,35,9.0,0,0,5,separated,k2,m2
3628,6639,4,41,12.0,18000,688,1,divorced,k1,m2
3629,6639,5,33,11.0,0,0,4,never married,k2,m2
3630,6641,2,49,16.0,140000,2976,0,divorced,k1,m2
3631,6641,170,36,17.0,70000,1960,0,married,k1,m1
3632,6643,4,34,12.0,13716,2075,0,married,k1,m1
3633,6644,2,50,11.0,0,0,4,married,k2,m1
3634,6646,3,32,9.0,14614,1848,3,never married,k2,m2
3635,6646,4,40,9.0,0,0,2,never married,k1,m2
3636,6646,5,35,11.0,3000,653,2,married,k1,m1
3637,6648,1,42,11.0,9000,1827,2,separated,k1,m2
3638,6649,1,48,11.0,0,0,3,separated,k2,m2
3639,6649,3,31,12.0,19000,2100,2,never married,k1,m2
3640,6649,4,30,9.0,0,0,3,never married,k2,m2
3641,6652,1,49,16.0,41084,1960,0,never married,k1,m2
3642,6655,2,35,11.0,10412,1600,2,never married,k1,m2
3643,6655,3,32,12.0,295,38,4,married,k2,m1
3644,6655,4,30,11.0,0,0,2,NA/DF,k1,m2
3645,6660,3,33,12.0,5000,960,3,never married,k2,m2
3646,6662,2,46,16.0,0,0,2,married,k1,m1
3647,6663,2,38,12.0,0,0,4,separated,k2,m2
3648,6664,174,46,0.0,0,0,2,separated,k1,m2
3649,6668,2,39,12.0,14560,2080,1,divorced,k1,m2
3650,6672,6,37,11.0,17000,2080,0,never married,k1,m2
3651,6674,170,33,12.0,34700,2250,3,married,k2,m1
3653,6677,3,40,12.0,21000,2000,1,separated,k1,m2
3654,6680,4,34,15.0,6000,867,1,married,k1,m1
3655,6681,1,48,10.0,0,0,3,divorced,k2,m2
3656,6682,2,50,11.0,800,2000,5,married,k2,m1
3657,6684,3,33,12.0,25000,1830,1,married,k1,m1
3658,6684,4,31,13.0,17000,2291,1,married,k1,m1
3659,6684,5,30,12.0,10000,2007,2,never married,k1,m2
3660,6685,5,33,12.0,30000,2080,1,never married,k1,m2
3661,6687,2,46,10.0,0,0,1,married,k1,m1
3662,6687,173,41,11.0,155,16,1,widowed,k1,m2
3663,6689,4,32,8.0,0,0,2,married,k1,m1
3664,6689,170,34,9.0,0,0,4,never married,k2,m2
3665,6694,2,45,16.0,48000,510,0,divorced,k1,m2
3666,6694,170,42,14.0,36000,1920,3,married,k2,m1
3667,6695,172,49,12.0,22000,2000,3,married,k2,m1
3668,6695,179,30,14.0,0,0,3,married,k2,m1
3669,6696,1,48,12.0,6600,1818,1,married,k1,m1
3670,6698,3,34,14.0,17000,1640,1,never married,k1,m2
3671,6698,4,30,12.0,20000,2016,1,separated,k1,m2
3672,6698,172,30,12.0,3000,827,1,married,k1,m1
3673,6706,188,36,14.0,0,0,1,married,k1,m1
3675,6707,2,44,12.0,16000,1984,3,married,k2,m1
3676,6708,4,43,9.0,0,0,2,never married,k1,m2
3677,6709,172,42,16.0,43000,2520,2,separated,k1,m2
3679,6711,6,39,15.0,36000,2025,1,married,k1,m1
3680,6711,170,42,12.0,20000,1836,2,married,k1,m1
3681,6711,172,45,16.0,31000,1410,2,married,k1,m1
3682,6712,3,32,12.0,24957,1944,2,separated,k1,m2
3683,6712,5,31,12.0,0,0,2,married,k1,m1
3686,6716,170,48,14.0,38000,1840,1,married,k1,m1
3687,6719,172,34,14.0,12100,1864,5,divorced,k2,m2
3688,6719,177,33,14.0,15640,2040,4,married,k2,m1
3689,6721,4,38,15.0,15173,2160,2,never married,k1,m2
3690,6721,6,30,14.0,0,0,3,never married,k2,m2
3691,6721,170,35,10.0,15470,1960,1,married,k1,m1
3692,6722,4,31,16.0,6900,2080,0,never married,k1,m2
3693,6724,3,40,11.0,22000,2016,3,divorced,k2,m2
3694,6724,6,32,14.0,0,0,0,never married,k1,m2
3695,6724,7,31,12.0,0,0,0,never married,k1,m2
3696,6724,170,35,12.0,42000,2080,3,married,k2,m1
3698,6726,170,50,17.0,40000,1920,2,married,k1,m1
3699,6733,2,42,10.0,0,0,2,separated,k1,m2
3700,6734,5,42,13.0,11000,4680,0,never married,k1,m2
3701,6735,3,38,12.0,8500,1800,4,separated,k2,m2
3702,6735,5,35,8.0,0,0,4,married,k2,m1
3703,6735,6,33,12.0,1600,1536,0,married,k1,m1
3704,6735,7,30,12.0,0,0,3,separated,k2,m2
3705,6736,3,31,11.0,19800,1960,2,married,k1,m1
3706,6736,4,30,7.0,0,0,2,divorced,k1,m2
3707,6736,175,44,12.0,6000,2040,4,married,k2,m1
3708,6737,2,45,12.0,11503,1071,1,married,k1,m1
3709,6738,2,47,11.0,19418,2000,3,married,k2,m1
3710,6738,3,30,13.0,0,0,2,married,k1,m1
3711,6740,2,49,10.0,7243,861,4,divorced,k2,m2
3712,6740,3,32,12.0,22866,2060,3,married,k2,m1
3713,6742,1,45,13.0,29000,1824,2,separated,k1,m2
3714,6745,2,50,12.0,0,0,5,widowed,k2,m2
3715,6750,2,39,13.0,5606,935,1,never married,k1,m2
3716,6750,170,41,16.0,37200,2224,2,separated,k1,m2
3717,6750,179,34,12.0,9333,1333,2,divorced,k1,m2
3718,6753,2,49,16.0,54000,2160,1,married,k1,m1
3719,6753,174,34,16.0,40000,1920,0,married,k1,m1
3720,6760,170,45,15.0,23000,2030,2,married,k1,m1
3721,6761,2,49,14.0,18106,1968,0,married,k1,m1
3722,6763,3,43,12.0,15000,2072,2,married,k1,m1
3723,6763,171,46,11.0,0,0,3,married,k2,m1
3724,6764,7,33,12.0,19000,1960,1,married,k1,m1
3725,6764,177,39,13.0,0,0,3,married,k2,m1
3726,6765,4,30,12.0,12000,1680,2,married,k1,m1
3727,6765,7,36,12.0,0,0,4,married,k2,m1
3728,6767,3,41,12.0,10000,2100,2,divorced,k1,m2
3729,6767,4,39,17.0,28000,2255,0,married,k1,m1
3730,6767,5,36,12.0,0,0,2,married,k1,m1
3731,6767,6,34,13.0,18000,2014,0,married,k1,m1
3734,6772,1,47,17.0,16000,1960,2,married,k1,m1
3735,6774,2,43,14.0,33600,1967,2,separated,k1,m2
3736,6775,2,42,12.0,23500,1813,1,never married,k1,m2
3737,6777,3,32,7.0,10000,2000,0,never married,k1,m2
3738,6779,2,43,13.0,31000,2136,2,married,k1,m1
3739,6779,4,38,12.0,2500,400,2,married,k1,m1
3740,6779,8,31,12.0,0,0,4,separated,k2,m2
3741,6779,176,40,13.0,1500,416,3,divorced,k2,m2
3742,6779,188,36,14.0,23000,1500,1,never married,k1,m2
3744,6780,6,31,12.0,0,0,2,never married,k1,m2
3745,6784,2,43,17.0,26000,1632,2,married,k1,m1
3746,6784,3,42,13.0,10000,1000,3,married,k2,m1
3747,6784,5,38,16.0,33000,1990,3,married,k2,m1
3748,6784,6,37,13.0,32000,1826,1,married,k1,m1
3749,6784,8,35,13.0,14000,780,2,divorced,k1,m2
3750,6784,9,34,14.0,0,0,2,divorced,k1,m2
3751,6784,10,31,13.0,41000,254,1,divorced,k1,m2
3752,6784,176,33,8.0,0,0,1,married,k1,m1
3753,6784,187,41,17.0,0,0,0,never married,k1,m2
3754,6785,2,38,14.0,17800,1896,0,married,k1,m1
3755,6785,3,37,12.0,0,0,1,never married,k1,m2
3757,6785,8,30,14.0,200,512,2,never married,k1,m2
3758,6785,172,30,12.0,0,0,3,married,k2,m1
3759,6785,177,37,12.0,6000,740,1,married,k1,m1
3760,6787,3,44,11.0,0,0,1,married,k1,m1
3761,6788,2,43,12.0,0,0,5,separated,k2,m2
3762,6788,3,39,12.0,21000,208,3,separated,k2,m2
3763,6788,4,37,13.0,9000,1040,2,never married,k1,m2
3764,6789,2,35,12.0,12000,1120,2,never married,k1,m2
3765,6789,7,30,14.0,23000,1944,1,never married,k1,m2
3766,6790,170,36,16.0,33000,1246,4,married,k2,m1
3767,6790,171,36,14.0,27000,2550,3,married,k2,m1
3768,6793,170,39,12.0,0,0,4,married,k2,m1
3769,6795,2,35,12.0,0,0,0,never married,k1,m2
3771,6795,4,32,12.0,0,0,0,never married,k1,m2
3772,6798,173,36,12.0,0,0,3,married,k2,m1
3773,6800,3,43,12.0,7000,980,4,married,k2,m1
3774,6800,4,41,14.0,2300,1600,2,separated,k1,m2
3775,6801,3,46,6.0,0,0,3,married,k2,m1
3776,6801,170,39,9.0,0,0,1,married,k1,m1
3778,6802,2,44,12.0,0,0,1,never married,k1,m2
3779,6802,4,42,17.0,28000,1589,2,married,k1,m1
3780,6802,171,38,12.0,20000,1310,3,married,k2,m1
3781,6803,4,36,10.0,7000,1960,1,married,k1,m1
3782,6804,3,46,16.0,55000,2115,3,married,k2,m1
3783,6805,2,49,16.0,8552,408,0,married,k1,m1
3784,6806,6,43,11.0,22000,2048,5,divorced,k2,m2
3785,6807,2,42,16.0,25000,1480,2,divorced,k1,m2
3786,6812,1,46,16.0,55500,1864,1,married,k1,m1
3787,6814,2,39,12.0,15000,1277,2,married,k1,m1
3788,6815,2,41,16.0,25363,1210,4,married,k2,m1
3789,6815,174,38,9.0,3000,1040,4,divorced,k2,m2
3790,6820,2,40,12.0,0,0,2,separated,k1,m2
3791,6820,173,35,12.0,7488,832,3,married,k2,m1
3792,6824,2,36,12.0,17000,892,2,never married,k1,m2
3793,6824,3,34,14.0,0,0,2,never married,k1,m2
3794,6826,4,41,14.0,17500,960,0,divorced,k1,m2
3795,6826,7,33,14.0,28000,1227,2,separated,k1,m2
3796,6826,175,47,12.0,0,0,1,divorced,k1,m2
3797,6827,170,40,12.0,42000,2160,2,widowed,k1,m2
3798,6828,2,48,10.0,0,0,3,widowed,k2,m2
3799,6830,1,49,12.0,7000,1497,2,married,k1,m1
3800,6832,2,46,14.0,6108,1293,7,divorced,k2,m2
3801,6833,4,37,14.0,0,0,2,separated,k1,m2
3802,6833,170,40,12.0,0,0,0,never married,k1,m2
3803,6834,5,31,14.0,3600,216,2,divorced,k1,m2
3804,6835,3,44,11.0,13000,2056,1,divorced,k1,m2
3805,6835,173,35,13.0,0,0,2,married,k1,m1
3806,6837,2,36,10.0,87,8,4,married,k2,m1
3807,6838,3,31,12.0,1600,400,1,never married,k1,m2
3808,6839,9,32,12.0,0,0,3,divorced,k2,m2
3809,6839,172,33,13.0,10000,1924,3,married,k2,m1
3810,6840,3,44,12.0,13000,2080,1,never married,k1,m2
3811,6840,170,41,12.0,12000,1767,3,married,k2,m1
3812,6841,2,46,13.0,10000,1613,2,married,k1,m1
3813,6843,4,34,12.0,600,128,0,married,k1,m1
3814,6843,173,43,12.0,0,0,3,never married,k2,m2
3816,6845,3,33,12.0,780,540,3,married,k2,m1
3817,6845,5,31,12.0,2500,693,4,married,k2,m1
3818,6846,6,38,14.0,19000,2527,0,never married,k1,m2
3821,6849,191,38,14.0,32000,2000,1,married,k1,m1
3822,6849,193,39,16.0,15000,2080,2,divorced,k1,m2
3823,6850,3,33,10.0,500,210,0,separated,k1,m2
3824,6850,4,31,12.0,5150,464,1,never married,k1,m2
3825,6851,2,50,7.0,16942,1745,6,married,k2,m1
3826,6852,4,50,12.0,31000,2016,0,never married,k1,m2
3827,6853,3,34,12.0,10800,2400,1,never married,k1,m2
3828,6857,2,49,17.0,18000,1960,4,divorced,k2,m2
3829,6857,5,30,14.0,2000,267,1,separated,k1,m2
3830,6857,180,39,15.0,1800,144,3,divorced,k2,m2
3832,6862,5,38,13.0,20000,1840,2,never married,k1,m2
3834,6864,2,39,12.0,6000,1020,3,separated,k2,m2
3838,6867,11,40,12.0,507,162,3,separated,k2,m2
3839,6867,12,31,15.0,0,0,1,married,k1,m1
3840,6867,180,45,10.0,2080,416,4,divorced,k2,m2
3842,6867,200,37,14.0,0,0,2,married,k1,m1
3844,6868,2,43,12.0,23000,2120,4,married,k2,m1
3845,6868,178,34,14.0,21821,1552,2,divorced,k1,m2
3847,7001,2,33,5.0,14000,1960,1,married,k1,m1
3848,7002,1,38,4.0,1729,219,4,never married,k2,m2
3849,7004,2,50,12.0,19000,2068,2,married,k1,m1
3850,7005,2,36,12.0,0,0,2,married,k1,m1
3851,7006,2,46,12.0,0,0,3,widowed,k2,m2
3852,7008,1,38,13.0,24000,1850,2,never married,k1,m2
3853,7011,2,50,12.0,0,0,3,married,k2,m1
3854,7014,172,43,0.0,0,0,5,married,k2,m1
3855,7020,1,37,9.0,15000,2180,2,widowed,k1,m2
3856,7021,170,39,0.0,0,0,3,married,k2,m1
3857,7028,2,47,15.0,5000,494,2,married,k1,m1
3858,7029,1,41,15.0,0,0,0,separated,k1,m2
3859,7031,1,32,12.0,15811,2000,2,never married,k1,m2
3860,7032,2,30,17.0,13000,2040,0,never married,k1,m2
3861,7033,2,30,16.0,0,0,1,married,k1,m1
3862,7035,4,30,12.0,2600,1375,2,married,k1,m1
3863,7036,2,41,12.0,0,0,3,married,k2,m1
3864,7038,2,47,12.0,21695,2020,2,never married,k1,m2
3865,7040,2,45,9.0,0,0,1,married,k1,m1
3866,7042,2,40,6.0,0,0,1,married,k1,m1
3867,7046,2,41,14.0,40000,1888,4,married,k2,m1
3868,7047,2,46,12.0,8000,2060,3,separated,k2,m2
3869,7049,2,48,12.0,0,0,6,married,k2,m1
3870,7051,1,38,13.0,1434,1045,2,separated,k1,m2
3871,7056,1,49,12.0,31500,2111,3,divorced,k2,m2
3872,7068,2,49,7.0,0,0,2,married,k1,m1
3873,7069,2,35,16.0,27000,1581,2,married,k1,m1
3874,7070,2,48,12.0,29000,1784,2,married,k1,m1
3875,7075,2,42,2.0,0,0,1,married,k1,m1
3876,7076,1,37,11.0,0,0,4,never married,k2,m2
3877,7077,2,44,12.0,0,0,1,married,k1,m1
3879,7081,2,39,16.0,1500,87,4,married,k2,m1
3880,7083,1,34,17.0,32000,2066,1,divorced,k1,m2
3881,7084,2,46,16.0,31000,2000,2,married,k1,m1
3882,7085,1,40,13.0,30000,1943,2,divorced,k1,m2
3883,7087,2,43,12.0,25000,1976,2,married,k1,m1
3884,7088,2,36,14.0,0,0,2,married,k1,m1
3885,7093,1,43,15.0,1860,724,2,separated,k1,m2
3886,7095,2,44,16.0,0,0,6,married,k2,m1
3887,7096,2,36,3.0,14104,520,4,married,k2,m1
3888,7099,1,45,16.0,37000,1702,0,divorced,k1,m2
3889,7100,2,47,12.0,11000,1443,3,widowed,k2,m2
3890,7101,2,39,12.0,18000,1896,3,married,k2,m1
3891,7105,2,42,14.0,25000,673,3,married,k2,m1
3892,7106,2,35,12.0,0,0,3,married,k2,m1
3893,7107,170,43,12.0,7836,2080,2,divorced,k1,m2
3894,7110,2,44,13.0,36000,2000,2,married,k1,m1
3896,7119,172,40,14.0,28000,2040,1,married,k1,m1
3897,7120,2,48,11.0,11000,1900,4,married,k2,m1
3899,7123,1,35,7.0,0,0,10,never married,k2,m2
3900,7126,2,46,7.0,11000,2260,5,married,k2,m1
3901,7127,1,38,12.0,6149,779,5,divorced,k2,m2
3902,7129,2,31,8.0,7000,1680,4,married,k2,m1
3903,7131,1,47,12.0,19650,1181,3,divorced,k2,m2
3904,7133,2,49,12.0,0,0,2,married,k1,m1
3906,7141,1,37,12.0,27250,2304,0,never married,k1,m2
3907,7144,171,39,12.0,0,0,6,married,k2,m1
3908,7148,2,43,12.0,12000,2091,3,married,k2,m1
3909,7150,4,30,15.0,1200,2080,1,divorced,k1,m2
3910,7151,1,39,12.0,31000,1850,2,divorced,k1,m2
3911,7153,1,49,13.0,22000,1949,3,divorced,k2,m2
3912,7155,2,48,12.0,16000,2250,2,married,k1,m1
3913,7158,2,49,12.0,0,0,2,married,k1,m1
3914,7160,174,30,12.0,12500,1840,1,widowed,k1,m2
3915,7161,2,35,14.0,24000,2206,4,separated,k2,m2
3916,7162,1,39,10.0,0,0,2,divorced,k1,m2
3917,7163,2,38,14.0,30000,1880,2,married,k1,m1
3918,7164,2,45,9.0,0,0,8,married,k2,m1
3919,7166,2,36,12.0,18000,2050,1,married,k1,m1
3920,7167,3,30,16.0,12000,1387,0,never married,k1,m2
3921,7169,2,47,14.0,22000,1764,3,married,k2,m1
3922,7170,170,33,13.0,29000,1928,1,married,k1,m1
3923,7174,1,40,12.0,3200,693,2,divorced,k1,m2
3924,7175,1,41,11.0,7000,1668,4,separated,k2,m2
3925,7177,1,40,7.0,0,0,4,separated,k2,m2
3926,7178,2,45,12.0,24000,1940,0,married,k1,m1
3927,7181,1,40,12.0,16000,1560,3,separated,k2,m2
3928,7183,2,48,15.0,24000,2400,4,married,k2,m1
3929,7194,2,41,13.0,3000,1731,1,married,k1,m1
3930,7195,1,44,15.0,22000,1934,2,divorced,k1,m2
3931,7196,2,35,12.0,0,0,3,divorced,k2,m2
3932,7199,1,34,15.0,17400,1776,0,never married,k1,m2
3933,7203,2,49,6.0,0,0,2,married,k1,m1
3936,7208,2,34,0.0,0,0,5,married,k2,m1
3937,7209,5,33,14.0,0,0,1,divorced,k1,m2
3938,7212,1,35,12.0,0,0,2,separated,k1,m2
3939,7215,1,46,12.0,19800,1990,3,divorced,k2,m2
3940,7216,1,44,8.0,15000,2040,7,divorced,k2,m2
3941,7217,2,41,15.0,27000,1936,3,married,k2,m1
3942,7220,2,32,12.0,28000,1960,2,married,k1,m1
3943,7221,2,30,12.0,20000,1940,2,separated,k1,m2
3944,7227,170,30,12.0,18000,1560,1,married,k1,m1
3945,7227,172,30,5.0,0,0,3,married,k2,m1
3946,7227,176,39,0.0,0,0,0,married,k1,m1
3947,7230,170,33,12.0,2000,280,1,married,k1,m1
3948,7231,2,48,13.0,24000,2250,2,married,k1,m1
3949,7232,2,45,8.0,0,0,3,married,k2,m1
3950,7233,2,46,6.0,300,69,1,widowed,k1,m2
3951,7236,170,36,14.0,20000,501,0,married,k1,m1
3952,7237,2,46,5.0,0,0,3,married,k2,m1
3953,7237,3,34,12.0,0,0,1,never married,k1,m2
3954,7238,2,46,6.0,0,0,4,married,k2,m1
3955,7240,2,33,12.0,0,0,2,married,k1,m1
3956,7242,2,30,11.0,11843,216,3,married,k2,m1
3957,7249,2,44,16.0,0,0,2,married,k1,m1
3958,7250,1,43,16.0,0,0,2,divorced,k1,m2
3959,7251,2,50,12.0,0,0,2,married,k1,m1
3960,7253,1,38,10.0,6688,1213,1,divorced,k1,m2
3963,7266,2,45,1.0,2300,65,4,married,k2,m1
3965,7270,1,49,5.0,12000,2184,0,divorced,k1,m2
3966,7271,2,36,12.0,10000,1248,3,married,k2,m1
3967,7272,2,30,9.0,0,0,2,married,k1,m1
3968,7273,2,39,12.0,0,0,3,married,k2,m1
3969,7274,3,43,9.0,0,0,0,never married,k1,m2
3970,7275,1,41,10.0,16000,1920,3,never married,k2,m2
3971,7277,2,38,11.0,15600,2793,2,married,k1,m1
3972,7278,2,50,13.0,12000,1520,4,married,k2,m1
3973,7281,2,33,6.0,3000,745,5,married,k2,m1
3974,7282,2,33,8.0,3400,47,2,married,k1,m1
3975,7283,2,44,9.0,1400,334,5,married,k2,m1
3976,7288,2,44,17.0,3000,20,4,married,k2,m1
3977,7291,1,34,12.0,0,0,0,never married,k1,m2
3978,7292,2,36,11.0,22000,1960,2,married,k1,m1
3979,7293,2,47,14.0,45000,190,3,married,k2,m1
3980,7294,2,31,12.0,400,130,1,married,k1,m1
3981,7295,2,42,12.0,0,0,2,married,k1,m1
3982,7299,3,30,10.0,0,0,0,never married,k1,m2
3983,7300,2,31,12.0,18000,1960,3,married,k2,m1
3984,7303,171,31,15.0,20000,1786,2,never married,k1,m2
3985,7304,1,32,14.0,19562,1984,1,divorced,k1,m2
3986,7307,1,43,6.0,3500,1430,4,divorced,k2,m2
3987,7309,2,50,6.0,1600,424,3,married,k2,m1
3988,7313,2,35,10.0,15000,2055,3,married,k2,m1
3989,7314,2,44,17.0,0,0,2,married,k1,m1
3990,7315,1,35,12.0,0,0,4,never married,k2,m2
3991,7322,2,39,12.0,0,0,2,married,k1,m1
3992,7326,2,35,2.0,0,0,2,married,k1,m1
3993,7327,2,35,6.0,7000,197,1,married,k1,m1
3994,7332,2,44,6.0,8000,87,4,married,k2,m1
3995,7334,2,43,13.0,12000,2000,1,married,k1,m1
3996,7340,2,41,8.0,0,0,5,married,k2,m1
3997,7341,2,33,6.0,14000,2000,1,married,k1,m1
3998,7343,2,38,12.0,19200,312,2,married,k1,m1
3999,7345,3,31,12.0,11000,838,4,divorced,k2,m2
4000,7346,2,47,15.0,0,0,2,married,k1,m1
4001,7347,2,31,14.0,32000,1960,2,married,k1,m1
4002,7348,2,49,8.0,0,0,5,married,k2,m1
4003,7349,2,42,6.0,0,0,2,married,k1,m1
4004,7352,1,46,12.0,22000,2570,2,divorced,k1,m2
4005,7353,2,47,17.0,56000,1870,0,married,k1,m1
4006,7355,1,42,11.0,15000,2080,2,never married,k1,m2
4007,7356,2,50,3.0,8000,2340,5,married,k2,m1
4008,7361,2,34,12.0,14000,2000,4,married,k2,m1
4009,7362,2,31,14.0,4000,520,2,married,k1,m1
4010,7363,2,39,4.0,0,0,4,married,k2,m1
4011,7367,2,50,3.0,0,0,9,married,k2,m1
4012,7368,1,33,13.0,20080,1920,1,married,k1,m1
4013,7369,1,30,12.0,7341,1960,1,never married,k1,m2
4014,7371,2,32,12.0,10000,1458,1,married,k1,m1
4016,7374,2,38,6.0,15000,1776,1,married,k1,m1
4017,7375,2,41,6.0,6000,1380,1,married,k1,m1
4018,7377,2,35,12.0,0,0,2,married,k1,m1
4019,7378,2,38,12.0,8000,1733,3,married,k2,m1
4021,7384,172,33,0.0,0,0,2,married,k1,m1
4022,7387,1,50,14.0,48500,2200,1,divorced,k1,m2
4023,7393,1,38,11.0,13000,1938,1,divorced,k1,m2
4024,7393,170,30,0.0,0,0,0,never married,k1,m2
4025,7394,2,34,6.0,0,0,4,married,k2,m1
4026,7395,2,32,14.0,27000,1904,2,married,k1,m1
4027,7397,2,37,14.0,15000,1755,2,married,k1,m1
4028,7399,2,39,12.0,20000,1715,0,married,k1,m1
4029,7400,1,48,6.0,13000,2075,0,married,k1,m1
4030,7404,2,38,12.0,13000,2726,2,married,k1,m1
4031,7406,2,42,12.0,22728,1387,3,separated,k2,m2
4032,7407,1,31,14.0,13000,1708,1,married,k1,m1
4033,7409,2,33,12.0,6500,1408,3,married,k2,m1
4034,7410,1,33,11.0,25100,2486,0,never married,k1,m2
4035,7412,2,34,9.0,0,0,4,married,k2,m1
4036,7413,2,33,6.0,4800,1248,4,married,k2,m1
4037,7415,2,38,6.0,0,0,4,married,k2,m1
4038,7419,2,43,14.0,0,0,4,divorced,k2,m2
4039,7420,2,43,12.0,0,0,2,married,k1,m1
4040,7420,171,47,4.0,0,0,5,married,k2,m1
4041,7421,2,40,12.0,20000,3765,0,married,k1,m1
4042,7421,4,42,17.0,26000,2845,0,divorced,k1,m2
4043,7424,2,31,13.0,0,0,3,married,k2,m1
4044,7426,1,39,14.0,4800,65,3,never married,k2,m2
4045,7427,2,36,12.0,1000,116,2,married,k1,m1
4046,7429,1,45,5.0,1900,372,4,divorced,k2,m2
4047,7431,1,42,8.0,0,0,2,separated,k1,m2
4049,7434,1,31,16.0,0,0,2,never married,k1,m2
4050,7438,1,37,12.0,0,0,2,never married,k1,m2
4051,7439,1,37,14.0,100,7,3,separated,k2,m2
4052,7441,2,41,13.0,27979,2090,1,married,k1,m1
4054,7447,1,40,10.0,0,0,4,separated,k2,m2
4055,7448,1,46,13.0,18000,2200,1,widowed,k1,m2
4056,7450,2,41,12.0,5000,956,3,married,k2,m1
4057,7451,2,34,13.0,15500,2000,2,married,k1,m1
4058,7458,2,36,12.0,1040,260,0,never married,k1,m2
4059,7460,1,30,12.0,0,0,2,never married,k1,m2
4060,7461,2,33,11.0,0,0,2,married,k1,m1
4061,7463,2,32,14.0,0,0,3,married,k2,m1
4062,7464,2,41,17.0,39000,1668,2,married,k1,m1
4063,7467,2,47,12.0,0,0,2,married,k1,m1
4064,7479,2,40,12.0,9000,1560,2,married,k1,m1
4065,7481,2,36,6.0,0,0,3,married,k2,m1
4066,7482,2,32,12.0,3000,1560,2,married,k1,m1
4067,7483,2,33,12.0,5000,40,2,married,k1,m1
4068,7485,2,43,12.0,8000,645,3,married,k2,m1
4069,7487,2,43,0.0,0,0,0,married,k1,m1
4070,7488,2,35,15.0,19000,1331,2,married,k1,m1
4071,7489,2,39,17.0,33000,191,1,married,k1,m1
4072,7493,2,36,14.0,25000,1920,3,married,k2,m1
4074,7502,2,30,15.0,18000,1867,0,married,k1,m1
4075,7504,2,33,15.0,19000,1952,1,married,k1,m1
4076,7505,1,35,14.0,42000,204,1,divorced,k1,m2
4077,7509,2,36,14.0,35000,200,3,married,k2,m1
4078,7510,2,34,3.0,0,0,1,married,k1,m1
4079,7511,3,33,17.0,36000,1720,0,never married,k1,m2
4080,7511,4,33,16.0,42000,2000,0,never married,k1,m2
4081,7519,2,35,12.0,0,0,0,married,k1,m1
4082,7523,2,34,0.0,0,0,5,divorced,k2,m2
4083,7523,170,39,6.0,8840,2080,5,married,k2,m1
